Stazione,Inquinante,Data,Ora,Valore,Unità di misura
Parco S. Chiara,Biossido Zolfo,2024-09-01,19,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-01,20,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-01,21,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-01,22,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-01,23,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-01,24,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,1,3,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,2,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,3,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,4,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,5,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,6,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,7,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,8,3,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,9,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,10,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,11,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,12,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,13,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,14,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,15,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,16,1,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,17,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,18,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,19,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,20,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,21,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,22,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,23,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-02,24,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,1,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,2,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,3,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,4,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,5,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,6,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,7,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,8,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,9,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,10,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,11,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,12,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,13,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,14,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,15,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,16,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,17,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,18,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,19,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,20,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,21,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,22,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,23,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-03,24,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,1,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,2,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,3,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,4,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,5,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,6,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,7,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,8,3,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,9,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,10,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,11,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,12,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,13,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,14,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,15,3,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,16,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,17,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,18,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,19,1,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,20,1,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,21,1,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,22,1,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,23,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-04,24,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-05,1,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-05,2,1,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-05,3,2,µg/mc
Parco S. Chiara,Biossido Zolfo,2024-09-05,4,2,µg/mc
Via Bolzano,PM10,2024-09-01,1,20,µg/mc
Via Bolzano,PM10,2024-09-01,2,19,µg/mc
Via Bolzano,PM10,2024-09-01,3,18,µg/mc
Via Bolzano,PM10,2024-09-01,4,18,µg/mc
Via Bolzano,PM10,2024-09-01,5,17,µg/mc
Via Bolzano,PM10,2024-09-01,6,17,µg/mc
Via Bolzano,PM10,2024-09-01,7,17,µg/mc
Via Bolzano,PM10,2024-09-01,8,17,µg/mc
Via Bolzano,PM10,2024-09-01,9,15,µg/mc
Via Bolzano,PM10,2024-09-01,10,13,µg/mc
Via Bolzano,PM10,2024-09-01,11,10,µg/mc
Via Bolzano,PM10,2024-09-01,12,8,µg/mc
Via Bolzano,PM10,2024-09-01,13,6,µg/mc
Via Bolzano,PM10,2024-09-01,14,5,µg/mc
Via Bolzano,PM10,2024-09-01,15,4,µg/mc
Via Bolzano,PM10,2024-09-01,16,5,µg/mc
Via Bolzano,PM10,2024-09-01,17,8,µg/mc
Via Bolzano,PM10,2024-09-01,18,11,µg/mc
Via Bolzano,PM10,2024-09-01,19,16,µg/mc
Via Bolzano,PM10,2024-09-01,20,19,µg/mc
Via Bolzano,PM10,2024-09-01,21,22,µg/mc
Via Bolzano,PM10,2024-09-01,22,24,µg/mc
Via Bolzano,PM10,2024-09-01,23,26,µg/mc
Via Bolzano,PM10,2024-09-01,24,26,µg/mc
Via Bolzano,PM10,2024-09-02,1,24,µg/mc
Via Bolzano,PM10,2024-09-02,2,22,µg/mc
Via Bolzano,PM10,2024-09-02,3,21,µg/mc
Via Bolzano,PM10,2024-09-02,4,20,µg/mc
Via Bolzano,PM10,2024-09-02,5,20,µg/mc
Via Bolzano,PM10,2024-09-02,6,20,µg/mc
Via Bolzano,PM10,2024-09-02,7,21,µg/mc
Via Bolzano,PM10,2024-09-02,8,21,µg/mc
Via Bolzano,PM10,2024-09-02,9,18,µg/mc
Via Bolzano,PM10,2024-09-02,10,14,µg/mc
Via Bolzano,PM10,2024-09-02,11,11,µg/mc
Via Bolzano,PM10,2024-09-02,12,9,µg/mc
Via Bolzano,PM10,2024-09-02,13,7,µg/mc
Via Bolzano,PM10,2024-09-02,14,9,µg/mc
Via Bolzano,PM10,2024-09-02,15,9,µg/mc
Via Bolzano,PM10,2024-09-02,16,14,µg/mc
Via Bolzano,PM10,2024-09-02,17,19,µg/mc
Via Bolzano,PM10,2024-09-02,18,20,µg/mc
Via Bolzano,PM10,2024-09-02,19,26,µg/mc
Via Bolzano,PM10,2024-09-02,20,29,µg/mc
Via Bolzano,PM10,2024-09-02,21,31,µg/mc
Via Bolzano,PM10,2024-09-02,22,33,µg/mc
Via Bolzano,PM10,2024-09-02,23,33,µg/mc
Via Bolzano,PM10,2024-09-02,24,31,µg/mc
Via Bolzano,PM10,2024-09-03,1,30,µg/mc
Via Bolzano,PM10,2024-09-03,2,29,µg/mc
Via Bolzano,PM10,2024-09-03,3,27,µg/mc
Via Bolzano,PM10,2024-09-03,4,27,µg/mc
Via Bolzano,PM10,2024-09-03,5,27,µg/mc
Via Bolzano,PM10,2024-09-03,6,28,µg/mc
Via Bolzano,PM10,2024-09-03,7,28,µg/mc
Via Bolzano,PM10,2024-09-03,8,27,µg/mc
Via Bolzano,PM10,2024-09-03,9,22,µg/mc
Via Bolzano,PM10,2024-09-03,10,17,µg/mc
Via Bolzano,PM10,2024-09-03,11,14,µg/mc
Via Bolzano,PM10,2024-09-03,12,11,µg/mc
Via Bolzano,PM10,2024-09-03,13,10,µg/mc
Via Bolzano,PM10,2024-09-03,14,10,µg/mc
Via Bolzano,PM10,2024-09-03,15,11,µg/mc
Via Bolzano,PM10,2024-09-03,16,12,µg/mc
Via Bolzano,PM10,2024-09-03,17,14,µg/mc
Via Bolzano,PM10,2024-09-03,18,17,µg/mc
Via Bolzano,PM10,2024-09-03,19,20,µg/mc
Via Bolzano,PM10,2024-09-03,20,23,µg/mc
Via Bolzano,PM10,2024-09-03,21,25,µg/mc
Via Bolzano,PM10,2024-09-03,22,26,µg/mc
Via Bolzano,PM10,2024-09-03,23,27,µg/mc
Via Bolzano,PM10,2024-09-03,24,28,µg/mc
Via Bolzano,PM10,2024-09-04,1,25,µg/mc
Via Bolzano,PM10,2024-09-04,2,23,µg/mc
Via Bolzano,PM10,2024-09-04,3,23,µg/mc
Via Bolzano,PM10,2024-09-04,4,22,µg/mc
Via Bolzano,PM10,2024-09-04,5,23,µg/mc
Via Bolzano,PM10,2024-09-04,6,23,µg/mc
Via Bolzano,PM10,2024-09-04,7,24,µg/mc
Via Bolzano,PM10,2024-09-04,8,23,µg/mc
Via Bolzano,PM10,2024-09-04,9,20,µg/mc
Via Bolzano,PM10,2024-09-04,10,18,µg/mc
Via Bolzano,PM10,2024-09-04,11,18,µg/mc
Via Bolzano,PM10,2024-09-04,12,18,µg/mc
Via Bolzano,PM10,2024-09-04,13,21,µg/mc
Via Bolzano,PM10,2024-09-04,14,21,µg/mc
Via Bolzano,PM10,2024-09-04,15,18,µg/mc
Via Bolzano,PM10,2024-09-04,16,15,µg/mc
Via Bolzano,PM10,2024-09-04,17,13,µg/mc
Via Bolzano,PM10,2024-09-04,18,16,µg/mc
Via Bolzano,PM10,2024-09-04,19,20,µg/mc
Via Bolzano,PM10,2024-09-04,20,22,µg/mc
Via Bolzano,PM10,2024-09-04,21,24,µg/mc
Via Bolzano,PM10,2024-09-04,22,24,µg/mc
Via Bolzano,PM10,2024-09-04,23,24,µg/mc
Via Bolzano,PM10,2024-09-04,24,22,µg/mc
Via Bolzano,PM10,2024-09-05,1,21,µg/mc
Via Bolzano,PM10,2024-09-05,2,18,µg/mc
Via Bolzano,PM10,2024-09-05,3,17,µg/mc
Via Bolzano,PM10,2024-09-05,4,17,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,1,8,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,2,6,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,3,9,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,4,6,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,5,8,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,6,9,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,7,9,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,8,10,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,9,10,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,10,12,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,11,11,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,12,10,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,13,10,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,14,15,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,15,21,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,16,20,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,17,36,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,18,45,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,19,41,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,20,27,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,21,41,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,22,25,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,23,24,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-01,24,17,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,1,9,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,2,6,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,3,8,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,4,10,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,5,14,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,6,24,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,7,22,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,8,21,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,9,18,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,10,17,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,11,19,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,12,24,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,13,28,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,14,22,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,15,24,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,16,23,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,17,44,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,18,37,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,19,45,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,20,35,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,21,38,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,22,30,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,23,26,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-02,24,23,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,1,20,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,2,18,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,3,12,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,4,14,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,5,22,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,6,39,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,7,55,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,8,39,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,9,27,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,10,19,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,11,19,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,12,28,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,13,31,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,14,24,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,15,31,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,16,36,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,17,58,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,18,65,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,19,68,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,20,48,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,21,30,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,22,27,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,23,29,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-03,24,28,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,1,20,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,2,14,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,3,15,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,4,19,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,5,20,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,6,37,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,7,48,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,8,38,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,9,23,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,10,28,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,11,45,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,12,50,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,13,43,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,14,46,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,15,29,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,16,28,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,17,31,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,18,57,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,19,41,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,20,33,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,21,34,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,22,36,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,23,33,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-04,24,19,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-05,1,20,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-05,2,14,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-05,3,16,µg/mc
Via Bolzano,Biossido di Azoto,2024-09-05,4,17,µg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,1,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,2,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,3,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,4,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,5,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,6,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,7,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,8,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,9,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,10,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,11,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,12,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,13,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,14,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,15,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,16,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,17,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,18,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,19,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,20,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,21,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,22,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,23,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-01,24,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,1,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,2,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,3,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,4,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,5,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,6,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,7,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,8,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,9,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,10,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,11,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,12,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,13,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,14,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,15,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,16,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,17,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,18,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,19,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,20,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,21,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,22,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,23,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-02,24,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,1,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,2,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,3,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,4,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,5,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,6,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,7,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,8,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,9,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,10,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,11,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,12,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,13,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,14,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,15,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,16,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,17,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,18,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,19,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,20,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,21,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,22,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,23,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-03,24,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,1,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,2,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,3,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,4,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,5,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,6,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,7,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,8,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,9,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,10,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,11,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,12,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,13,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,14,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,15,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,16,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,17,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,18,0.4,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,19,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,20,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,21,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,22,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,23,0.3,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-04,24,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-05,1,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-05,2,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-05,3,0.2,mg/mc
Via Bolzano,Ossido di Carbonio,2024-09-05,4,0.2,mg/mc
Piana Rotaliana,PM10,2024-09-01,1,14,µg/mc
Piana Rotaliana,PM10,2024-09-01,2,14,µg/mc
Piana Rotaliana,PM10,2024-09-01,3,13,µg/mc
Piana Rotaliana,PM10,2024-09-01,4,12,µg/mc
Piana Rotaliana,PM10,2024-09-01,5,12,µg/mc
Piana Rotaliana,PM10,2024-09-01,6,13,µg/mc
Piana Rotaliana,PM10,2024-09-01,7,12,µg/mc
Piana Rotaliana,PM10,2024-09-01,8,14,µg/mc
Piana Rotaliana,PM10,2024-09-01,9,14,µg/mc
Piana Rotaliana,PM10,2024-09-01,10,14,µg/mc
Piana Rotaliana,PM10,2024-09-01,11,16,µg/mc
Piana Rotaliana,PM10,2024-09-01,12,16,µg/mc
Piana Rotaliana,PM10,2024-09-01,13,19,µg/mc
Piana Rotaliana,PM10,2024-09-01,14,23,µg/mc
Piana Rotaliana,PM10,2024-09-01,15,22,µg/mc
Piana Rotaliana,PM10,2024-09-01,16,23,µg/mc
Piana Rotaliana,PM10,2024-09-01,17,26,µg/mc
Piana Rotaliana,PM10,2024-09-01,18,26,µg/mc
Piana Rotaliana,PM10,2024-09-01,19,26,µg/mc
Piana Rotaliana,PM10,2024-09-01,20,26,µg/mc
Piana Rotaliana,PM10,2024-09-01,21,24,µg/mc
Piana Rotaliana,PM10,2024-09-01,22,23,µg/mc
Piana Rotaliana,PM10,2024-09-01,23,22,µg/mc
