sep=;
DatLicense;DatKeyword;DatPublisher;DatCreator;DatOwner;DatLanguage;DatSize;DatName;DatPublicationTimestamp;DatDescription;DatDomain;DatFileFormat
https://creativecommons.org/licenses/by/4.0/deed.it;pollution, consumption, trentino;Lorenzo Fumi, Giacomo Tezza;Lorenzo Fumi, Giacomo Tezza;Lorenzo Fumi, Giacomo Tezza;English;28;concepts.xlsx;02/12/2024;Language definition for the Trentino Climate Change Causes knowledge graph;pollution, consumption, demographic, weather;XLSX
