Municipality,ISTAT Code,Cadastral Code,Year of Construction,Climate Zone,Winter Energy,Sanitary Energy,Global Energy Location,Non-Renewable Global Energy Performance,Renewable Global Energy Performance,Degree Days,CO2 Emission,ID
Denno,22074,131,1999,F,84.49,25.28,121.86,0.0,0.0,3060,22.3,1123
Denno,22074,131,1999,F,84.49,25.28,121.86,0.0,0.0,3060,22.3,1124
Denno,22074,131,1999,F,78.98,25.25,115.93,0.0,0.0,3060,21.17,1125
Telve,22188,382,1920,F,185.46,73.89,321.85,0.0,0.0,3249,112.35,1126
Pieve Tesino,22142,278,1920,F,285.75,74.15,423.58,0.0,0.0,3706,87.04,1127
Pieve Tesino,22142,278,1920,F,289.78,78.15,434.45,0.0,0.0,3706,89.07,1128
Pieve Tesino,22142,278,1975,F,258.74,67.3,423.62,0.0,0.0,3706,85.04,1129
Denno,22074,131,1999,F,61.88,28.32,99.47,0.0,0.0,3060,14.91,1130
Bieno,22015,25,1980,F,351.87,43.65,504.58,0.0,0.0,3880,8.7,1131
Vallarsa,22210,413,1800,F,220.81,26.68,291.48,0.0,0.0,3520,58.37,1132
Vallarsa,22210,413,1800,F,460.16,36.05,599.45,0.0,0.0,3520,114.12,1133
Vallarsa,22210,413,1800,F,428.62,54.65,580.38,0.0,0.0,3520,123.72,1134
Lona-Lases,22108,199,1969,F,172.78,26.21,224.1,0.0,0.0,3388,39.76,1135
Terzolas,22195,392,1976,F,72.4,20.92,115.05,0.0,0.0,3569,24.95,1136
Telve,22188,382,1987,F,294.02,56.82,407.6,0.0,0.0,3249,69.9,1137
Calliano,22035,56,1980,E,73.2,0.22,73.44,0.0,0.0,2686,14.9,1138
Albiano,22002,3,1990,F,56.24,1.38,71.85,0.0,0.0,3395,12.0,1139
Albiano,22002,3,1900,F,47.13,6.01,67.3,0.0,0.0,3395,11.0,1140
Albiano,22002,3,1980,F,51.08,0.58,68.44,0.0,0.0,3395,10.0,1141
Albiano,22002,3,1995,F,53.15,2.43,69.17,0.0,0.0,3395,11.0,1142
Albiano,22002,3,1999,F,18.8,3.0,27.42,0.0,0.0,3395,4.0,1143
Albiano,22002,3,2008,F,7.48,1.6,10.54,0.0,0.0,3395,3.0,1144
RoverÃ¨ della Luna,22160,321,2007,E,51.36,25.94,78.79,0.0,0.0,2888,15.81,1145
Cavizzana,22054,89,1927,F,308.23,33.91,398.32,0.0,0.0,3498,90.94,1146
Canal San Bovo,22038,64,1970,F,430.37,0.0,594.16,0.0,0.0,3572,0.0,1147
Albiano,22002,3,1930,F,36.38,1.65,48.24,0.0,0.0,3395,8.0,1148
Vallarsa,22210,413,1920,F,391.04,0.0,287.01,0.0,0.0,3520,0.0,1149
Scurelle,22171,343,1998,E,190.35,28.44,229.0,0.0,0.0,2976,44.22,1150
Tesero,22196,393,1974,F,123.09,44.82,301.79,0.0,0.0,4028,44.2,1151
Scurelle,22171,343,1998,E,188.23,28.93,227.25,0.0,0.0,2976,43.92,1152
Calceranica al Lago,22032,53,1900,F,202.9,45.5,227.51,0.0,0.0,3066,45.5,1153
Castelnuovo,22049,84,1800,E,1036.78,35.87,1136.38,0.0,0.0,2934,213.75,1154
Rabbi,22150,300,1982,F,113.4,25.9,209.0,0.0,0.0,4099,36.7,1155
Aldeno,22003,4,2001,E,62.6,30.44,93.04,0.0,0.0,2720,19.09,1156
Roncegno Terme,22156,312,2003,F,325.1,31.7,419.6,0.0,0.0,3120,71.3,1157
Storo,22183,365,1900,F,570.0,23.7,646.8,0.0,0.0,3029,0.7,1158
Cavedine,22053,369,1900,F,483.9,20.63,614.56,0.0,0.0,3177,164.0,1159
Dro,22079,140,1996,E,112.94,45.49,156.04,0.0,0.0,2354,32.01,1160
Dro,22079,140,1996,E,81.97,24.62,103.57,0.0,0.0,2354,21.53,1161
Livo,22106,192,1750,F,439.24,0.0,541.5,0.0,0.0,3547,101.02,1162
Dro,22079,140,2014,E,27.1,9.05,35.28,0.0,0.0,2354,26.0,1163
RoverÃ¨ della Luna,22160,321,1900,E,554.35,23.48,591.39,0.0,0.0,2888,159.91,1164
Dro,22079,140,2014,E,28.05,8.72,35.66,0.0,0.0,2354,26.0,1165
Telve,22188,382,1920,F,527.22,43.39,621.46,0.0,0.0,3249,0.0,1166
Nogaredo,22127,41,1970,E,132.34,5.38,139.89,0.0,0.0,2731,27.75,1167
Ziano di Fiemme,22226,445,1990,F,147.26,42.58,259.69,0.0,0.0,3877,37.93,1168
Ossana,22131,261,1960,F,360.85,19.89,506.53,0.0,0.0,3955,102.0,1169
Cavareno,22051,87,2011,F,40.44,4.11,60.7,0.0,0.0,3909,0.55,1170
Castello-Molina di Fiemme,22047,82,1970,F,65.13,26.67,122.93,0.0,0.0,3750,23.7,1171
Sanzeno,22169,335,1900,F,366.59,43.48,483.93,0.0,0.0,3237,104.31,1172
Sanzeno,22169,335,1980,F,290.0,18.5,354.8,0.0,0.0,3237,62.87,1173
Castello-Molina di Fiemme,22047,82,1954,F,830.43,62.9,1067.39,0.0,0.0,3750,219.92,1174
Cavedago,22052,88,1960,F,122.31,9.08,164.76,0.0,0.0,3739,26.68,1175
Moena,22118,235,1930,F,126.0,38.4,228.3,0.0,0.0,4238,32.9,1176
Cavizzana,22054,89,1900,F,457.59,38.24,608.24,0.0,0.0,3498,114.04,1177
Scurelle,22171,343,1980,E,287.94,41.49,329.43,0.0,0.0,2976,86.08,1178
Moena,22118,235,1971,F,111.2,26.9,138.1,0.0,0.0,4238,27.6,1179
San Michele all'Adige,22167,170,1988,E,147.9,22.6,172.7,0.0,0.0,2849,34.1,1180
Segonzano,22172,345,1900,F,145.62,19.61,193.38,0.0,0.0,3420,1.6,1181
Scurelle,22171,343,1980,E,287.94,41.49,329.43,0.0,0.0,2976,86.08,1182
Sant'Orsola Terme,22168,334,1986,F,174.19,46.23,275.1,0.0,0.0,3729,55.09,1183
Commezzadura,22064,227,2009,F,86.61,0.0,86.61,0.0,0.0,3717,23.11,1184
Telve,22188,382,1976,F,52.07,19.4,82.71,0.0,0.0,3249,15.0,1185
MalÃ©,22110,209,1968,F,196.63,0.0,263.85,0.0,0.0,3542,85.18,1186
Pellizzano,22137,270,2010,F,23.05,26.92,101.5,0.0,0.0,3834,12.5,1187
Novaledo,22129,257,1930,F,138.1,37.8,201.6,0.0,0.0,3026,35.1,1188
Roncegno Terme,22156,312,1999,F,29.1,27.4,65.22,0.0,0.0,3120,11.71,1189
Baselga di PinÃ¨,22009,18,1951,F,301.03,83.56,518.52,0.0,0.0,3790,126.0,1190
Isera,22098,174,1800,E,180.9,21.01,206.58,0.0,0.0,2773,40.3,1191
Sporminore,22181,362,1960,F,210.6,28.0,277.1,0.0,0.0,3194,62.6,1192
Spiazzo,22179,246,2013,F,79.46,4.52,108.97,0.0,0.0,3405,21.7,1193
Calceranica al Lago,22032,53,1980,F,196.94,15.5,218.35,0.0,0.0,3066,43.5,1194
Roncegno Terme,22156,312,1977,F,208.71,26.38,278.64,0.0,0.0,3120,46.97,1195
Villa Lagarina,22222,436,2013,E,39.06,9.09,48.61,0.0,0.0,2675,7.79,1196
Calliano,22035,85,1996,E,126.69,28.95,156.3,0.0,0.0,2686,31.48,1197
Garniga Terme,22091,162,1965,F,173.62,20.31,262.31,0.0,0.0,3654,62.0,1198
PanchiÃ ,22134,264,1900,F,29.84,1.19,44.13,0.0,0.0,3921,6.2,1199
Lavarone,22102,184,1973,F,189.77,62.9,252.66,0.0,0.0,4147,50.3,1200
Ton,22200,427,1982,F,112.0,25.6,163.8,0.0,0.0,3143,31.5,1201
Pieve Tesino,22142,278,2005,F,101.63,27.29,160.08,0.0,0.0,3706,26.06,1202
Pomarolo,22144,340,2005,E,98.15,10.39,109.05,0.0,0.0,2716,19.58,1203
Castelnuovo,22049,84,2006,E,215.86,0.0,215.86,0.0,0.0,2934,0.0,1204
Lavarone,22102,184,1930,F,238.98,36.35,412.51,0.0,0.0,4147,63.32,1205
Tenno,22191,384,2004,F,37.97,21.46,66.44,0.0,0.0,3058,11.88,1206
Castello-Molina di Fiemme,22047,82,1900,F,201.99,22.5,315.57,0.0,0.0,3750,45.12,1207
Sarnonico,22170,338,1888,F,340.6,72.9,569.7,0.0,0.0,3893,82.4,1208
Romeno,22155,327,1976,F,226.7,21.0,366.8,0.0,0.0,3890,64.3,1209
Vermiglio,22213,420,1982,F,91.35,15.3,147.35,0.0,0.0,4358,28.12,1210
Nomi,22128,255,1980,E,47.18,7.2,53.97,0.0,0.0,2674,12.83,1211
Vermiglio,22213,420,1970,F,56.09,5.27,91.75,0.0,0.0,4358,16.03,1212
Nomi,22128,255,1980,E,48.84,2.0,50.54,0.0,0.0,2674,10.47,1213
Nomi,22128,255,1980,E,105.47,19.64,125.16,0.0,0.0,2674,25.72,1214
Castelnuovo,22049,84,2003,E,100.33,6.52,106.85,0.0,0.0,2934,18.1,1215
Brentonico,22025,44,1993,F,310.12,23.17,431.55,0.0,0.0,3470,99.0,1216
Nomi,22128,255,1980,E,118.37,21.27,138.68,0.0,0.0,2674,28.57,1217
Nomi,22128,255,1980,E,96.62,19.38,115.91,0.0,0.0,2674,23.84,1218
Nomi,22128,255,1980,E,88.47,18.15,106.4,0.0,0.0,2674,21.81,1219
Nomi,22128,255,1980,E,116.14,20.01,135.89,0.0,0.0,2674,27.86,1220
Ossana,22131,261,1960,F,459.93,58.26,678.84,0.0,0.0,3955,30.21,1221
Nomi,22128,255,1980,E,95.21,20.91,115.01,0.0,0.0,2674,23.75,1222
Bleggio Superiore,22017,303,2006,F,99.2,20.71,144.83,0.0,0.0,3349,27.35,1223
San Michele all'Adige,22167,170,1978,E,128.29,23.36,155.29,0.0,0.0,2849,30.3,1224
Garniga Terme,22091,162,1969,F,229.26,22.37,333.3,0.0,0.0,3654,56.65,1225
Mezzana,22114,228,1975,F,180.6,26.6,256.5,0.0,0.0,3859,43.8,1226
Mezzano,22115,229,1900,F,36.51,2.0,49.73,0.0,0.0,3389,10.0,1227
Vermiglio,22213,420,1990,F,110.97,34.51,202.77,0.0,0.0,4358,32.2,1228
Mazzin,22113,223,1960,F,405.0,130.1,644.9,0.0,0.0,4773,106.9,1229
Castello-Molina di Fiemme,22047,82,1982,F,121.1,30.2,171.9,0.0,0.0,3750,30.2,1230
Castello-Molina di Fiemme,22047,82,1982,F,294.4,29.4,373.8,0.0,0.0,3750,64.7,1231
Mazzin,22113,223,1985,F,109.9,32.2,184.5,0.0,0.0,4773,24.8,1232
Mazzin,22113,223,1985,F,302.0,36.2,444.8,0.0,0.0,4773,67.6,1233
Imer,22097,171,1999,F,51.48,10.21,85.32,0.0,0.0,3436,15.7,1234
Cavareno,22051,87,1700,F,350.72,20.92,519.44,0.0,0.0,3909,97.79,1235
San Michele all'Adige,22167,170,1965,E,183.73,24.17,211.81,0.0,0.0,2849,57.32,1236
Stenico,22182,342,1973,F,339.61,23.24,462.38,0.0,0.0,3411,123.85,1237
Fai della Paganella,22081,144,1973,F,148.01,21.94,232.68,0.0,0.0,3884,34.3,1238
Spormaggiore,22180,361,1980,F,104.5,24.9,152.5,0.0,0.0,3272,25.9,1239
Spiazzo,22179,246,1980,F,101.6,20.68,143.9,0.0,0.0,3405,32.6,1240
Roncegno Terme,22156,312,1940,F,28.46,24.43,60.39,0.0,0.0,3120,11.6,1241
Sporminore,22181,362,2001,F,118.87,18.34,157.61,0.0,0.0,3194,27.74,1242
Tenno,22191,440,1980,F,155.81,23.63,216.88,0.0,0.0,3058,51.0,1243
Tesero,22196,393,1800,F,217.01,25.88,346.55,0.0,0.0,4028,42.48,1244
PanchiÃ ,22134,264,2014,F,27.57,8.16,50.79,0.0,0.0,3921,6.27,1245
Roncegno Terme,22156,312,1940,F,31.91,24.43,63.44,0.0,0.0,3120,12.3,1246
Brentonico,22025,44,2013,F,43.88,10.61,56.57,0.0,0.0,3470,12.42,1247
Commezzadura,22064,227,1900,F,200.55,28.27,327.64,0.0,0.0,3717,61.49,1248
Sarnonico,22170,346,1902,F,139.0,23.82,225.82,0.0,0.0,3893,38.39,1249
Castelnuovo,22049,84,1800,E,1239.6,37.81,1354.75,0.0,0.0,2934,254.55,1250
Roncegno Terme,22156,312,2009,F,32.31,25.58,67.42,0.0,0.0,3120,13.62,1251
Baselga di PinÃ¨,22009,18,2003,F,71.91,27.2,127.89,0.0,0.0,3790,20.09,1252
Giustino,22093,164,2002,F,128.3,38.2,210.1,0.0,0.0,3592,37.2,1253
Ossana,22131,261,1994,F,124.95,27.62,227.65,0.0,0.0,3955,40.97,1254
Civezzano,22061,105,2006,F,62.9,29.33,103.53,0.0,0.0,3127,18.73,1255
Nogaredo,22127,339,2013,E,45.53,32.2,78.71,0.0,0.0,2731,15.68,1256
Molveno,22120,240,1987,F,55.34,42.14,118.86,0.0,0.0,3740,25.27,1257
Nogaredo,22127,339,2013,E,89.7,27.29,118.28,0.0,0.0,2731,23.59,1258
Molveno,22120,240,1987,F,41.55,39.73,101.34,0.0,0.0,3740,21.54,1259
Mezzano,22115,229,2011,F,185.21,23.77,257.55,0.0,0.0,3389,55.17,1260
Campodenno,22037,202,2009,F,60.88,26.27,98.14,0.0,0.0,3224,23.34,1261
Pellizzano,22137,270,1997,F,92.85,27.75,164.12,0.0,0.0,3834,32.07,1262
Pellizzano,22137,270,1997,F,142.93,26.04,229.61,0.0,0.0,3834,44.94,1263
Pellizzano,22137,270,1997,F,150.69,27.75,235.42,0.0,0.0,3834,47.46,1264
Villa Lagarina,22222,436,1970,E,439.23,54.13,492.35,0.0,0.0,2675,99.11,1265
Pellizzano,22137,270,1997,F,61.98,27.37,122.67,0.0,0.0,3834,23.76,1266
Pellizzano,22137,270,2014,F,37.46,20.84,73.6,0.0,0.0,3834,1.72,1267
Campodenno,22037,202,2009,F,29.71,9.13,43.46,0.0,0.0,3224,10.4,1268
Sant'Orsola Terme,22168,334,1900,F,277.7,41.49,413.31,0.0,0.0,3729,73.41,1269
Sant'Orsola Terme,22168,334,1900,F,390.26,41.49,557.6,0.0,0.0,3729,99.3,1270
Sant'Orsola Terme,22168,334,1900,F,624.33,41.49,812.56,0.0,0.0,3729,153.13,1271
Sant'Orsola Terme,22168,334,1900,F,410.66,41.49,552.21,0.0,0.0,3729,103.99,1272
Tenno,22191,384,1960,F,225.35,23.7,249.05,0.0,0.0,3058,53.26,1273
Commezzadura,22064,209,1960,F,123.88,108.43,283.49,0.0,0.0,3717,81.95,1274
Caderzone Terme,22029,49,1994,F,36.5,3.5,51.6,0.0,0.0,3519,31.6,1275
Villa Lagarina,22222,436,1800,E,17.82,25.95,44.52,0.0,0.0,2675,8.92,1276
Pellizzano,22137,270,1997,F,54.87,27.32,112.35,0.0,0.0,3834,21.85,1277
Canazei,22039,66,1988,F,155.81,33.68,307.26,0.0,0.0,4918,30.37,1278
Pellizzano,22137,270,1997,F,90.55,27.21,163.77,0.0,0.0,3834,31.31,1279
Grigno,22095,168,1967,E,303.73,62.94,376.92,0.0,0.0,2801,98.8,1280
Mezzano,22115,229,1978,F,117.79,84.47,233.06,0.0,0.0,3389,16.8,1281
Nogaredo,22127,253,1971,E,45.54,20.52,55.03,0.0,0.0,2731,11.0,1282
Ronchi Valsugana,22157,314,1900,F,325.91,27.31,415.4,0.0,0.0,3601,71.29,1283
Nogaredo,22127,253,1987,E,124.37,21.05,148.1,0.0,0.0,2731,31.0,1284
Peio,22136,91,1900,F,405.96,53.71,725.77,0.0,0.0,4221,199.13,1285
Canazei,22039,66,2000,F,39.8,0.1,68.4,0.0,0.0,4918,24.9,1286
Besenello,22013,22,2008,E,74.94,27.72,103.65,0.0,0.0,2734,20.79,1287
Fai della Paganella,22081,144,1973,F,169.29,35.07,273.25,0.0,0.0,3884,54.69,1288
Civezzano,22061,105,2013,F,98.77,22.41,130.67,0.0,0.0,3127,24.34,1289
Castelnuovo,22049,84,2013,E,38.18,11.73,54.34,0.0,0.0,2934,10.5,1290
MalÃ©,22110,209,1984,F,139.46,63.24,238.77,0.0,0.0,3542,66.26,1291
Castelnuovo,22049,84,2013,E,30.19,11.48,45.37,0.0,0.0,2934,8.8,1292
RoverÃ¨ della Luna,22160,321,2014,E,35.83,7.27,44.96,0.0,0.0,2888,8.79,1293
Samone,22165,329,2000,F,50.07,23.12,90.36,0.0,0.0,3441,14.62,1294
Cavedine,22053,177,1700,F,312.1,23.2,377.96,0.0,0.0,3177,67.72,1295
Campitello di Fassa,22036,59,1986,F,124.78,25.99,242.7,0.0,0.0,4892,50.0,1296
Peio,22136,109,1965,F,43.24,0.66,71.9,0.0,0.0,4221,19.0,1297
Commezzadura,22064,227,1980,F,211.16,27.43,297.11,0.0,0.0,3717,63.39,1298
Tesero,22196,393,1980,F,75.6,38.6,145.9,0.0,0.0,4028,22.8,1299
Besenello,22013,22,1950,E,89.3,22.6,112.8,0.0,0.0,2734,29.5,1300
Tenno,22191,111,1964,F,261.78,49.97,345.07,0.0,0.0,3058,82.36,1301
Cavedago,22052,88,1994,F,97.89,19.18,154.37,0.0,0.0,3739,23.06,1302
Canal San Bovo,22038,64,1970,F,282.4,35.09,410.16,0.0,0.0,3572,112.0,1303
Bleggio Superiore,22017,303,1999,F,73.9,39.56,131.72,0.0,0.0,3349,23.45,1304
Canal San Bovo,22038,64,1970,F,240.91,35.37,365.51,0.0,0.0,3572,101.0,1305
RoverÃ¨ della Luna,22160,321,2014,E,33.56,7.27,42.61,0.0,0.0,2888,8.33,1306
Grigno,22095,168,2014,E,29.52,11.21,41.0,0.0,0.0,2801,8.0,1307
RoverÃ¨ della Luna,22160,321,2014,E,30.69,7.27,39.65,0.0,0.0,2888,7.74,1308
RoverÃ¨ della Luna,22160,321,2014,E,41.71,7.27,50.89,0.0,0.0,2888,9.98,1309
RoverÃ¨ della Luna,22160,321,2014,E,20.46,7.27,28.96,0.0,0.0,2888,5.67,1310
RoverÃ¨ della Luna,22160,321,2014,E,15.69,7.27,24.04,0.0,0.0,2888,4.7,1311
RoverÃ¨ della Luna,22160,321,2014,E,26.29,7.27,35.0,0.0,0.0,2888,6.85,1312
RoverÃ¨ della Luna,22160,321,2014,E,40.05,7.27,49.11,0.0,0.0,2888,9.65,1313
Storo,22183,365,2012,F,23.82,20.82,49.28,0.0,0.0,3029,9.34,1314
Tesero,22196,393,1974,F,84.09,43.64,248.85,0.0,0.0,4028,35.66,1315
RoverÃ¨ della Luna,22160,321,2014,E,44.66,7.27,54.0,0.0,0.0,2888,10.58,1316
Mezzano,22115,229,1981,F,252.02,71.75,409.36,0.0,0.0,3389,80.6,1317
Mezzano,22115,229,1981,F,91.58,10.4,137.98,0.0,0.0,3389,26.2,1318
Castello Tesino,22048,83,1975,F,325.17,27.72,480.61,0.0,0.0,3955,93.23,1319
Castello Tesino,22048,83,1975,F,205.03,27.72,316.09,0.0,0.0,3955,61.49,1320
Castello Tesino,22048,83,1975,F,512.88,49.66,764.44,0.0,0.0,3955,112.09,1321
Ziano di Fiemme,22226,445,1977,F,90.93,51.09,195.52,0.0,0.0,3877,37.34,1322
Imer,22097,171,1930,F,743.69,46.55,916.6,0.0,0.0,3436,157.47,1323
Castello Tesino,22048,83,1960,F,194.89,40.1,293.53,0.0,0.0,3955,47.8,1324
Ziano di Fiemme,22226,445,1980,F,100.96,24.56,156.59,0.0,0.0,3877,20.83,1325
Novaledo,22129,257,1984,F,58.63,47.17,118.75,0.0,0.0,3026,45.8,1326
Fai della Paganella,22081,144,1960,F,233.91,30.0,377.32,0.0,0.0,3884,78.0,1327
Telve di Sopra,22189,381,1980,F,358.12,63.07,518.47,0.0,0.0,3405,164.28,1328
Scurelle,22171,343,1960,E,73.2,23.82,100.83,0.0,0.0,2976,15.39,1329
Scurelle,22171,343,1960,E,85.61,23.71,114.82,0.0,0.0,2976,17.94,1330
Samone,22165,329,2004,F,27.5,2.59,37.6,0.0,0.0,3441,5.57,1331
Scurelle,22171,343,1960,E,99.18,23.23,131.4,0.0,0.0,2976,25.33,1332
Campodenno,22037,61,1994,F,168.9,33.1,235.3,0.0,0.0,3224,40.4,1333
Castello-Molina di Fiemme,22047,82,1900,F,39.52,9.3,71.45,0.0,0.0,3750,9.75,1334
RoverÃ¨ della Luna,22160,321,2014,E,44.81,7.27,53.92,0.0,0.0,2888,10.61,1335
MalÃ©,22110,209,1940,F,7.16,1.5,12.45,0.0,0.0,3542,2.34,1336
RoverÃ¨ della Luna,22160,321,2014,E,35.29,7.27,44.29,0.0,0.0,2888,8.68,1337
RoverÃ¨ della Luna,22160,321,2014,E,27.81,7.27,36.59,0.0,0.0,2888,7.16,1338
RoverÃ¨ della Luna,22160,321,2014,E,27.62,7.27,36.32,0.0,0.0,2888,7.12,1339
RoverÃ¨ della Luna,22160,321,2014,E,29.28,7.27,38.15,0.0,0.0,2888,7.46,1340
RoverÃ¨ della Luna,22160,321,2014,E,33.74,7.27,42.64,0.0,0.0,2888,8.36,1341
RoverÃ¨ della Luna,22160,321,2014,E,47.88,7.27,57.13,0.0,0.0,2888,11.24,1342
Villa Lagarina,22222,436,2000,E,70.08,41.15,110.9,0.0,0.0,2675,22.54,1343
Canazei,22039,66,1992,F,51.68,24.59,121.92,0.0,0.0,4918,20.34,1344
Giustino,22093,164,1900,F,298.68,23.14,387.65,0.0,0.0,3592,86.16,1345
Sanzeno,22169,335,1900,F,366.3,43.48,477.9,0.0,0.0,3237,104.24,1346
Canal San Bovo,22038,64,1900,F,655.85,43.59,979.25,0.0,0.0,3572,139.4,1347
Bondone,22021,34,1977,F,314.1,18.81,397.27,0.0,0.0,3514,61.46,1348
Rumo,22163,324,1972,F,244.52,24.6,331.83,0.0,0.0,3863,72.03,1349
Denno,22074,131,1850,F,192.2,38.6,259.0,0.0,0.0,3060,46.1,1350
Villa Lagarina,22222,268,2006,E,83.92,23.5,107.92,0.0,0.0,2675,22.0,1351
Civezzano,22061,105,2008,F,116.21,60.28,195.96,0.0,0.0,3127,54.42,1352
Lavarone,22102,184,1973,F,176.83,15.5,201.44,0.0,0.0,4147,45.31,1353
Lavarone,22102,184,1973,F,176.83,15.5,201.44,0.0,0.0,4147,45.31,1354
Vallarsa,22210,413,1990,F,209.44,10.5,219.33,0.0,0.0,3520,44.33,1355
Trambileno,22203,404,1920,F,211.36,8.11,256.86,0.0,0.0,3210,51.76,1356
Samone,22165,329,2004,F,110.2,9.4,148.2,0.0,0.0,3441,12.8,1357
Vallarsa,22210,413,1990,F,189.95,10.5,215.55,0.0,0.0,3520,41.5,1358
Spormaggiore,22180,361,2014,F,46.75,4.61,56.5,0.0,0.0,3272,10.18,1359
Capriana,22040,68,1900,F,104.66,27.0,174.98,0.0,0.0,4039,21.8,1360
Sfruz,22173,352,1970,F,158.62,29.88,248.28,0.0,0.0,3974,49.04,1361
Cavareno,22051,87,1995,F,104.62,28.43,193.89,0.0,0.0,3909,27.0,1362
Castello-Molina di Fiemme,22047,82,1960,F,73.8,23.92,136.47,0.0,0.0,3750,19.76,1363
Brentonico,22025,44,2010,F,22.68,26.31,57.66,0.0,0.0,3470,5.35,1364
Storo,22183,365,1900,F,244.9,27.1,310.4,0.0,0.0,3029,69.9,1365
Brentonico,22025,44,2010,F,14.45,15.88,37.48,0.0,0.0,3470,3.41,1366
Carzano,22043,74,1920,F,33.32,11.66,48.57,0.0,0.0,3066,13.3,1367
Sfruz,22173,352,1970,F,189.4,22.12,271.0,0.0,0.0,3974,55.56,1368
Villa Lagarina,22222,436,1975,E,17.17,8.79,27.88,0.0,0.0,2675,5.2,1369
Bleggio Superiore,22017,90,1900,F,302.69,62.9,424.22,0.0,0.0,3349,28.93,1370
Strembo,22184,370,2004,F,64.69,23.04,113.83,0.0,0.0,3505,30.83,1371
Novaledo,22129,257,1800,F,439.76,23.15,486.43,0.0,0.0,3026,94.1,1372
Commezzadura,22064,5,1973,F,157.53,52.94,266.15,0.0,0.0,3717,24.35,1373
MalÃ©,22110,209,1980,F,212.02,33.4,335.68,0.0,0.0,3542,68.7,1374
Vermiglio,22213,420,1860,F,190.28,26.5,301.29,0.0,0.0,4358,45.46,1375
Vermiglio,22213,420,1993,F,223.54,26.51,336.36,0.0,0.0,4358,60.15,1376
Vermiglio,22213,420,1993,F,109.18,26.51,201.45,0.0,0.0,4358,29.57,1377
Vermiglio,22213,420,1993,F,208.77,27.49,305.37,0.0,0.0,4358,56.21,1378
Sporminore,22181,362,1993,F,169.59,24.02,218.08,0.0,0.0,3194,51.67,1379
Mezzano,22115,229,1980,F,110.43,22.09,164.02,0.0,0.0,3389,0.05,1380
Rabbi,22150,300,1978,F,86.91,36.93,180.29,0.0,0.0,4099,32.9,1381
Castello-Molina di Fiemme,22047,82,1958,F,192.14,45.83,323.78,0.0,0.0,3750,63.07,1382
Villa Lagarina,22222,268,2006,E,128.85,28.14,157.99,0.0,0.0,2675,31.36,1383
Vallarsa,22210,413,1900,F,322.39,22.21,375.79,0.0,0.0,3520,68.0,1384
Pomarolo,22144,282,1996,E,156.0,20.01,178.14,0.0,0.0,2716,38.0,1385
Lavarone,22102,184,1970,F,268.16,61.14,449.84,0.0,0.0,4147,80.4,1386
Campitello di Fassa,22036,59,1972,F,109.5,3.5,165.01,0.0,0.0,4892,29.7,1387
Cavareno,22051,87,1990,F,106.26,22.8,185.68,0.0,0.0,3909,33.9,1388
MalÃ©,22110,30,1950,F,264.18,102.69,464.68,0.0,0.0,3542,44.5,1389
Castello Tesino,22048,83,2003,F,132.16,22.17,209.0,0.0,0.0,3955,30.84,1390
Baselga di PinÃ¨,22009,233,1970,F,220.98,29.07,323.25,0.0,0.0,3790,66.88,1391
Cavedine,22053,177,1986,F,75.46,23.21,119.85,0.0,0.0,3177,24.0,1392
Ziano di Fiemme,22226,445,1800,F,123.4,21.56,192.18,0.0,0.0,3877,28.96,1393
Ziano di Fiemme,22226,445,1800,F,66.12,20.29,111.8,0.0,0.0,3877,17.26,1394
Ziano di Fiemme,22226,445,1800,F,80.85,20.36,136.03,0.0,0.0,3877,20.22,1395
Ziano di Fiemme,22226,445,1800,F,143.81,20.59,196.33,0.0,0.0,3877,32.85,1396
Villa Lagarina,22222,436,1985,E,61.6,33.7,94.9,0.0,0.0,2675,19.0,1397
Castello-Molina di Fiemme,22047,82,2002,F,89.23,24.7,146.91,0.0,0.0,3750,23.05,1398
Pomarolo,22144,282,1969,E,106.15,22.15,130.0,0.0,0.0,2716,27.0,1399
Pomarolo,22144,282,2009,E,131.6,23.36,159.6,0.0,0.0,2716,33.0,1400
Baselga di PinÃ¨,22009,18,2013,F,35.31,9.32,65.0,0.0,0.0,3790,13.0,1401
Baselga di PinÃ¨,22009,233,1900,F,529.85,42.98,700.24,0.0,0.0,3790,126.89,1402
Baselga di PinÃ¨,22009,233,1900,F,407.37,19.36,603.26,0.0,0.0,3790,123.0,1403
Romeno,22155,311,2013,F,46.71,4.93,73.76,0.0,0.0,3890,0.0,1404
Campodenno,22037,202,1986,F,117.9,40.0,182.1,0.0,0.0,3224,31.6,1405
Bedollo,22011,20,2005,F,143.27,8.42,211.18,0.0,0.0,4043,31.08,1406
Rumo,22163,324,1930,F,194.87,20.57,301.61,0.0,0.0,3863,72.0,1407
Rumo,22163,324,1930,F,217.64,21.13,318.51,0.0,0.0,3863,74.0,1408
Rumo,22163,324,1930,F,564.51,21.21,814.84,0.0,0.0,3863,349.0,1409
Nogaredo,22127,253,2014,E,7.68,2.32,10.29,0.0,0.0,2731,2.0,1410
Bondone,22021,33,1920,F,228.7,24.3,327.8,0.0,0.0,3514,50.6,1411
Romeno,22155,311,2013,F,13.18,0.19,18.66,0.0,0.0,3890,0.0,1412
Cavedine,22053,48,2003,F,196.65,20.33,237.84,0.0,0.0,3177,43.9,1413
Sant'Orsola Terme,22168,334,1995,F,105.82,12.62,179.18,0.0,0.0,3729,24.0,1414
