Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2024-09-01,1,23,µg/mc
"Parco S. Chiara",PM10,2024-09-01,2,22,µg/mc
"Parco S. Chiara",PM10,2024-09-01,3,21,µg/mc
"Parco S. Chiara",PM10,2024-09-01,4,19,µg/mc
"Parco S. Chiara",PM10,2024-09-01,5,18,µg/mc
"Parco S. Chiara",PM10,2024-09-01,6,17,µg/mc
"Parco S. Chiara",PM10,2024-09-01,7,15,µg/mc
"Parco S. Chiara",PM10,2024-09-01,8,14,µg/mc
"Parco S. Chiara",PM10,2024-09-01,9,14,µg/mc
"Parco S. Chiara",PM10,2024-09-01,10,14,µg/mc
"Parco S. Chiara",PM10,2024-09-01,11,12,µg/mc
"Parco S. Chiara",PM10,2024-09-01,12,9,µg/mc
"Parco S. Chiara",PM10,2024-09-01,13,8,µg/mc
"Parco S. Chiara",PM10,2024-09-01,14,7,µg/mc
"Parco S. Chiara",PM10,2024-09-01,15,6,µg/mc
"Parco S. Chiara",PM10,2024-09-01,16,7,µg/mc
"Parco S. Chiara",PM10,2024-09-01,17,11,µg/mc
"Parco S. Chiara",PM10,2024-09-01,18,11,µg/mc
"Parco S. Chiara",PM10,2024-09-01,19,14,µg/mc
"Parco S. Chiara",PM10,2024-09-01,20,17,µg/mc
"Parco S. Chiara",PM10,2024-09-01,21,20,µg/mc
"Parco S. Chiara",PM10,2024-09-01,22,22,µg/mc
"Parco S. Chiara",PM10,2024-09-01,23,24,µg/mc
"Parco S. Chiara",PM10,2024-09-01,24,25,µg/mc
"Parco S. Chiara",PM10,2024-09-02,1,25,µg/mc
"Parco S. Chiara",PM10,2024-09-02,2,25,µg/mc
"Parco S. Chiara",PM10,2024-09-02,3,25,µg/mc
"Parco S. Chiara",PM10,2024-09-02,4,23,µg/mc
"Parco S. Chiara",PM10,2024-09-02,5,23,µg/mc
"Parco S. Chiara",PM10,2024-09-02,6,23,µg/mc
"Parco S. Chiara",PM10,2024-09-02,7,23,µg/mc
"Parco S. Chiara",PM10,2024-09-02,8,21,µg/mc
"Parco S. Chiara",PM10,2024-09-02,9,19,µg/mc
"Parco S. Chiara",PM10,2024-09-02,10,17,µg/mc
"Parco S. Chiara",PM10,2024-09-02,11,13,µg/mc
"Parco S. Chiara",PM10,2024-09-02,12,10,µg/mc
"Parco S. Chiara",PM10,2024-09-02,13,10,µg/mc
"Parco S. Chiara",PM10,2024-09-02,14,12,µg/mc
"Parco S. Chiara",PM10,2024-09-02,15,11,µg/mc
"Parco S. Chiara",PM10,2024-09-02,16,13,µg/mc
"Parco S. Chiara",PM10,2024-09-02,17,18,µg/mc
"Parco S. Chiara",PM10,2024-09-02,18,20,µg/mc
"Parco S. Chiara",PM10,2024-09-02,19,22,µg/mc
"Parco S. Chiara",PM10,2024-09-02,20,23,µg/mc
"Parco S. Chiara",PM10,2024-09-02,21,24,µg/mc
"Parco S. Chiara",PM10,2024-09-02,22,22,µg/mc
"Parco S. Chiara",PM10,2024-09-02,23,18,µg/mc
"Parco S. Chiara",PM10,2024-09-02,24,18,µg/mc
"Parco S. Chiara",PM10,2024-09-03,1,21,µg/mc
"Parco S. Chiara",PM10,2024-09-03,2,22,µg/mc
"Parco S. Chiara",PM10,2024-09-03,3,21,µg/mc
"Parco S. Chiara",PM10,2024-09-03,4,20,µg/mc
"Parco S. Chiara",PM10,2024-09-03,5,22,µg/mc
"Parco S. Chiara",PM10,2024-09-03,6,22,µg/mc
"Parco S. Chiara",PM10,2024-09-03,7,21,µg/mc
"Parco S. Chiara",PM10,2024-09-03,8,21,µg/mc
"Parco S. Chiara",PM10,2024-09-03,9,19,µg/mc
"Parco S. Chiara",PM10,2024-09-03,10,17,µg/mc
"Parco S. Chiara",PM10,2024-09-03,11,12,µg/mc
"Parco S. Chiara",PM10,2024-09-03,12,10,µg/mc
"Parco S. Chiara",PM10,2024-09-03,13,11,µg/mc
"Parco S. Chiara",PM10,2024-09-03,14,11,µg/mc
"Parco S. Chiara",PM10,2024-09-03,15,12,µg/mc
"Parco S. Chiara",PM10,2024-09-03,16,14,µg/mc
"Parco S. Chiara",PM10,2024-09-03,17,17,µg/mc
"Parco S. Chiara",PM10,2024-09-03,18,20,µg/mc
"Parco S. Chiara",PM10,2024-09-03,19,23,µg/mc
"Parco S. Chiara",PM10,2024-09-03,20,26,µg/mc
"Parco S. Chiara",PM10,2024-09-03,21,27,µg/mc
"Parco S. Chiara",PM10,2024-09-03,22,25,µg/mc
"Parco S. Chiara",PM10,2024-09-03,23,24,µg/mc
"Parco S. Chiara",PM10,2024-09-03,24,25,µg/mc
"Parco S. Chiara",PM10,2024-09-04,1,27,µg/mc
"Parco S. Chiara",PM10,2024-09-04,2,27,µg/mc
"Parco S. Chiara",PM10,2024-09-04,3,26,µg/mc
"Parco S. Chiara",PM10,2024-09-04,4,25,µg/mc
"Parco S. Chiara",PM10,2024-09-04,5,25,µg/mc
"Parco S. Chiara",PM10,2024-09-04,6,24,µg/mc
"Parco S. Chiara",PM10,2024-09-04,7,23,µg/mc
"Parco S. Chiara",PM10,2024-09-04,8,22,µg/mc
"Parco S. Chiara",PM10,2024-09-04,9,20,µg/mc
"Parco S. Chiara",PM10,2024-09-04,10,21,µg/mc
"Parco S. Chiara",PM10,2024-09-04,11,22,µg/mc
"Parco S. Chiara",PM10,2024-09-04,12,21,µg/mc
"Parco S. Chiara",PM10,2024-09-04,13,22,µg/mc
"Parco S. Chiara",PM10,2024-09-04,14,19,µg/mc
"Parco S. Chiara",PM10,2024-09-04,15,14,µg/mc
"Parco S. Chiara",PM10,2024-09-04,16,13,µg/mc
"Parco S. Chiara",PM10,2024-09-04,17,15,µg/mc
"Parco S. Chiara",PM10,2024-09-04,18,20,µg/mc
"Parco S. Chiara",PM10,2024-09-04,19,20,µg/mc
"Parco S. Chiara",PM10,2024-09-04,20,18,µg/mc
"Parco S. Chiara",PM10,2024-09-04,21,15,µg/mc
"Parco S. Chiara",PM10,2024-09-04,22,15,µg/mc
"Parco S. Chiara",PM10,2024-09-04,23,16,µg/mc
"Parco S. Chiara",PM10,2024-09-04,24,18,µg/mc
"Parco S. Chiara",PM10,2024-09-05,1,17,µg/mc
"Parco S. Chiara",PM10,2024-09-05,2,17,µg/mc
"Parco S. Chiara",PM10,2024-09-05,3,19,µg/mc
"Parco S. Chiara",PM10,2024-09-05,4,20,µg/mc
"Parco S. Chiara",PM10,2024-09-05,5,20,µg/mc
"Parco S. Chiara",PM10,2024-09-05,6,19,µg/mc
"Parco S. Chiara",PM10,2024-09-05,7,20,µg/mc
"Parco S. Chiara",PM10,2024-09-05,8,19,µg/mc
"Parco S. Chiara",PM10,2024-09-05,9,18,µg/mc
"Parco S. Chiara",PM10,2024-09-05,10,22,µg/mc
"Parco S. Chiara",PM10,2024-09-05,11,22,µg/mc
"Parco S. Chiara",PM10,2024-09-05,12,17,µg/mc
"Parco S. Chiara",PM10,2024-09-05,13,15,µg/mc
"Parco S. Chiara",PM10,2024-09-05,14,13,µg/mc
"Parco S. Chiara",PM10,2024-09-05,15,14,µg/mc
"Parco S. Chiara",PM10,2024-09-05,16,15,µg/mc
"Parco S. Chiara",PM10,2024-09-05,17,12,µg/mc
"Parco S. Chiara",PM10,2024-09-05,18,13,µg/mc
"Parco S. Chiara",PM10,2024-09-05,19,13,µg/mc
"Parco S. Chiara",PM10,2024-09-05,20,12,µg/mc
"Parco S. Chiara",PM10,2024-09-05,21,14,µg/mc
"Parco S. Chiara",PM10,2024-09-05,22,12,µg/mc
"Parco S. Chiara",PM10,2024-09-05,23,10,µg/mc
"Parco S. Chiara",PM10,2024-09-05,24,13,µg/mc
"Parco S. Chiara",PM10,2024-09-06,1,13,µg/mc
"Parco S. Chiara",PM10,2024-09-06,2,11,µg/mc
"Parco S. Chiara",PM10,2024-09-06,3,13,µg/mc
"Parco S. Chiara",PM10,2024-09-06,4,14,µg/mc
"Parco S. Chiara",PM10,2024-09-06,5,12,µg/mc
"Parco S. Chiara",PM10,2024-09-06,6,13,µg/mc
"Parco S. Chiara",PM10,2024-09-06,7,12,µg/mc
"Parco S. Chiara",PM10,2024-09-06,8,11,µg/mc
"Parco S. Chiara",PM10,2024-09-06,9,11,µg/mc
"Parco S. Chiara",PM10,2024-09-06,10,11,µg/mc
"Parco S. Chiara",PM10,2024-09-06,11,11,µg/mc
"Parco S. Chiara",PM10,2024-09-06,12,12,µg/mc
"Parco S. Chiara",PM10,2024-09-06,13,11,µg/mc
"Parco S. Chiara",PM10,2024-09-06,14,10,µg/mc
"Parco S. Chiara",PM10,2024-09-06,15,8,µg/mc
"Parco S. Chiara",PM10,2024-09-06,16,8,µg/mc
"Parco S. Chiara",PM10,2024-09-06,17,10,µg/mc
"Parco S. Chiara",PM10,2024-09-06,18,11,µg/mc
"Parco S. Chiara",PM10,2024-09-06,19,12,µg/mc
"Parco S. Chiara",PM10,2024-09-06,20,12,µg/mc
"Parco S. Chiara",PM10,2024-09-06,21,10,µg/mc
"Parco S. Chiara",PM10,2024-09-06,22,8,µg/mc
"Parco S. Chiara",PM10,2024-09-06,23,7,µg/mc
"Parco S. Chiara",PM10,2024-09-06,24,9,µg/mc
"Parco S. Chiara",PM10,2024-09-07,1,8,µg/mc
"Parco S. Chiara",PM10,2024-09-07,2,8,µg/mc
"Parco S. Chiara",PM10,2024-09-07,3,8,µg/mc
"Parco S. Chiara",PM10,2024-09-07,4,10,µg/mc
"Parco S. Chiara",PM10,2024-09-07,5,12,µg/mc
"Parco S. Chiara",PM10,2024-09-07,6,11,µg/mc
"Parco S. Chiara",PM10,2024-09-07,7,10,µg/mc
"Parco S. Chiara",PM10,2024-09-07,8,11,µg/mc
"Parco S. Chiara",PM10,2024-09-07,9,11,µg/mc
"Parco S. Chiara",PM10,2024-09-07,10,8,µg/mc
"Parco S. Chiara",PM10,2024-09-07,11,8,µg/mc
"Parco S. Chiara",PM10,2024-09-07,12,9,µg/mc
"Parco S. Chiara",PM10,2024-09-07,13,7,µg/mc
"Parco S. Chiara",PM10,2024-09-07,14,6,µg/mc
"Parco S. Chiara",PM10,2024-09-07,15,4,µg/mc
"Parco S. Chiara",PM10,2024-09-07,16,4,µg/mc
"Parco S. Chiara",PM10,2024-09-07,17,8,µg/mc
"Parco S. Chiara",PM10,2024-09-07,18,12,µg/mc
"Parco S. Chiara",PM10,2024-09-07,19,16,µg/mc
"Parco S. Chiara",PM10,2024-09-07,20,19,µg/mc
"Parco S. Chiara",PM10,2024-09-07,21,19,µg/mc
"Parco S. Chiara",PM10,2024-09-07,22,18,µg/mc
"Parco S. Chiara",PM10,2024-09-07,23,16,µg/mc
"Parco S. Chiara",PM10,2024-09-07,24,15,µg/mc
"Parco S. Chiara",PM10,2024-09-08,1,15,µg/mc
"Parco S. Chiara",PM10,2024-09-08,2,13,µg/mc
"Parco S. Chiara",PM10,2024-09-08,3,14,µg/mc
"Parco S. Chiara",PM10,2024-09-08,4,15,µg/mc
"Parco S. Chiara",PM10,2024-09-08,5,14,µg/mc
"Parco S. Chiara",PM10,2024-09-08,6,14,µg/mc
"Parco S. Chiara",PM10,2024-09-08,7,14,µg/mc
"Parco S. Chiara",PM10,2024-09-08,8,15,µg/mc
"Parco S. Chiara",PM10,2024-09-08,9,14,µg/mc
"Parco S. Chiara",PM10,2024-09-08,10,13,µg/mc
"Parco S. Chiara",PM10,2024-09-08,11,14,µg/mc
"Parco S. Chiara",PM10,2024-09-08,12,15,µg/mc
"Parco S. Chiara",PM10,2024-09-08,13,17,µg/mc
"Parco S. Chiara",PM10,2024-09-08,14,19,µg/mc
"Parco S. Chiara",PM10,2024-09-08,15,17,µg/mc
"Parco S. Chiara",PM10,2024-09-08,16,14,µg/mc
"Parco S. Chiara",PM10,2024-09-08,17,12,µg/mc
"Parco S. Chiara",PM10,2024-09-08,18,10,µg/mc
"Parco S. Chiara",PM10,2024-09-08,19,9,µg/mc
"Parco S. Chiara",PM10,2024-09-08,20,12,µg/mc
"Parco S. Chiara",PM10,2024-09-08,21,12,µg/mc
"Parco S. Chiara",PM10,2024-09-08,22,12,µg/mc
"Parco S. Chiara",PM10,2024-09-08,23,12,µg/mc
"Parco S. Chiara",PM10,2024-09-08,24,11,µg/mc
"Parco S. Chiara",PM10,2024-09-09,1,10,µg/mc
"Parco S. Chiara",PM10,2024-09-09,2,9,µg/mc
"Parco S. Chiara",PM10,2024-09-09,3,9,µg/mc
"Parco S. Chiara",PM10,2024-09-09,4,9,µg/mc
"Parco S. Chiara",PM10,2024-09-09,5,10,µg/mc
"Parco S. Chiara",PM10,2024-09-09,6,10,µg/mc
"Parco S. Chiara",PM10,2024-09-09,7,8,µg/mc
"Parco S. Chiara",PM10,2024-09-09,8,7,µg/mc
"Parco S. Chiara",PM10,2024-09-09,9,7,µg/mc
"Parco S. Chiara",PM10,2024-09-09,10,6,µg/mc
"Parco S. Chiara",PM10,2024-09-09,11,5,µg/mc
"Parco S. Chiara",PM10,2024-09-09,12,6,µg/mc
"Parco S. Chiara",PM10,2024-09-09,13,6,µg/mc
"Parco S. Chiara",PM10,2024-09-09,14,4,µg/mc
"Parco S. Chiara",PM10,2024-09-09,15,3,µg/mc
"Parco S. Chiara",PM10,2024-09-09,16,3,µg/mc
"Parco S. Chiara",PM10,2024-09-09,17,4,µg/mc
"Parco S. Chiara",PM10,2024-09-09,18,5,µg/mc
"Parco S. Chiara",PM10,2024-09-09,19,7,µg/mc
"Parco S. Chiara",PM10,2024-09-09,20,9,µg/mc
"Parco S. Chiara",PM10,2024-09-09,21,10,µg/mc
"Parco S. Chiara",PM10,2024-09-09,22,11,µg/mc
"Parco S. Chiara",PM10,2024-09-09,23,12,µg/mc
"Parco S. Chiara",PM10,2024-09-09,24,10,µg/mc
"Parco S. Chiara",PM10,2024-09-10,1,11,µg/mc
"Parco S. Chiara",PM10,2024-09-10,2,10,µg/mc
"Parco S. Chiara",PM10,2024-09-10,3,9,µg/mc
"Parco S. Chiara",PM10,2024-09-10,4,9,µg/mc
"Parco S. Chiara",PM10,2024-09-10,5,8,µg/mc
"Parco S. Chiara",PM10,2024-09-10,6,8,µg/mc
"Parco S. Chiara",PM10,2024-09-10,7,8,µg/mc
"Parco S. Chiara",PM10,2024-09-10,8,8,µg/mc
"Parco S. Chiara",PM10,2024-09-10,9,8,µg/mc
"Parco S. Chiara",PM10,2024-09-10,10,6,µg/mc
"Parco S. Chiara",PM10,2024-09-10,11,5,µg/mc
"Parco S. Chiara",PM10,2024-09-10,12,5,µg/mc
"Parco S. Chiara",PM10,2024-09-10,13,4,µg/mc
"Parco S. Chiara",PM10,2024-09-10,14,2,µg/mc
"Parco S. Chiara",PM10,2024-09-10,15,3,µg/mc
"Parco S. Chiara",PM10,2024-09-10,16,4,µg/mc
"Parco S. Chiara",PM10,2024-09-10,17,6,µg/mc
"Parco S. Chiara",PM10,2024-09-10,18,7,µg/mc
"Parco S. Chiara",PM10,2024-09-10,19,8,µg/mc
"Parco S. Chiara",PM10,2024-09-10,20,10,µg/mc
"Parco S. Chiara",PM10,2024-09-10,21,10,µg/mc
"Parco S. Chiara",PM10,2024-09-10,22,10,µg/mc
"Parco S. Chiara",PM10,2024-09-10,23,10,µg/mc
"Parco S. Chiara",PM10,2024-09-10,24,10,µg/mc
"Parco S. Chiara",PM10,2024-09-11,1,11,µg/mc
"Parco S. Chiara",PM10,2024-09-11,2,12,µg/mc
"Parco S. Chiara",PM10,2024-09-11,3,12,µg/mc
"Parco S. Chiara",PM10,2024-09-11,4,12,µg/mc
"Parco S. Chiara",PM10,2024-09-11,5,12,µg/mc
"Parco S. Chiara",PM10,2024-09-11,6,11,µg/mc
"Parco S. Chiara",PM10,2024-09-11,7,11,µg/mc
"Parco S. Chiara",PM10,2024-09-11,8,11,µg/mc
"Parco S. Chiara",PM10,2024-09-11,9,10,µg/mc
"Parco S. Chiara",PM10,2024-09-11,10,8,µg/mc
"Parco S. Chiara",PM10,2024-09-11,11,7,µg/mc
"Parco S. Chiara",PM10,2024-09-11,12,6,µg/mc
"Parco S. Chiara",PM10,2024-09-11,13,6,µg/mc
"Parco S. Chiara",PM10,2024-09-11,14,6,µg/mc
"Parco S. Chiara",PM10,2024-09-11,15,6,µg/mc
"Parco S. Chiara",PM10,2024-09-11,16,5,µg/mc
"Parco S. Chiara",PM10,2024-09-11,17,7,µg/mc
"Parco S. Chiara",PM10,2024-09-11,18,9,µg/mc
"Parco S. Chiara",PM10,2024-09-11,19,11,µg/mc
"Parco S. Chiara",PM10,2024-09-11,20,11,µg/mc
"Parco S. Chiara",PM10,2024-09-11,21,10,µg/mc
"Parco S. Chiara",PM10,2024-09-11,22,10,µg/mc
"Parco S. Chiara",PM10,2024-09-11,23,10,µg/mc
"Parco S. Chiara",PM10,2024-09-11,24,10,µg/mc
"Parco S. Chiara",PM10,2024-09-12,1,15,µg/mc
"Parco S. Chiara",PM10,2024-09-12,2,14,µg/mc
"Parco S. Chiara",PM10,2024-09-12,3,11,µg/mc
"Parco S. Chiara",PM10,2024-09-12,4,9,µg/mc
"Parco S. Chiara",PM10,2024-09-12,5,10,µg/mc
"Parco S. Chiara",PM10,2024-09-12,6,11,µg/mc
"Parco S. Chiara",PM10,2024-09-12,7,10,µg/mc
"Parco S. Chiara",PM10,2024-09-12,8,7,µg/mc
"Parco S. Chiara",PM10,2024-09-12,9,7,µg/mc
"Parco S. Chiara",PM10,2024-09-12,10,8,µg/mc
"Parco S. Chiara",PM10,2024-09-12,11,6,µg/mc
"Parco S. Chiara",PM10,2024-09-12,12,6,µg/mc
"Parco S. Chiara",PM10,2024-09-12,13,5,µg/mc
"Parco S. Chiara",PM10,2024-09-12,14,4,µg/mc
"Parco S. Chiara",PM10,2024-09-12,15,4,µg/mc
"Parco S. Chiara",PM10,2024-09-12,16,4,µg/mc
"Parco S. Chiara",PM10,2024-09-12,17,3,µg/mc
"Parco S. Chiara",PM10,2024-09-12,18,3,µg/mc
"Parco S. Chiara",PM10,2024-09-12,19,3,µg/mc
"Parco S. Chiara",PM10,2024-09-12,20,2,µg/mc
"Parco S. Chiara",PM10,2024-09-12,21,2,µg/mc
"Parco S. Chiara",PM10,2024-09-12,22,2,µg/mc
"Parco S. Chiara",PM10,2024-09-12,23,2,µg/mc
"Parco S. Chiara",PM10,2024-09-12,24,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,1,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,2,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,3,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,4,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,5,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,6,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,7,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,8,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,9,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,10,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,11,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,12,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,13,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,14,3,µg/mc
"Parco S. Chiara",PM10,2024-09-13,15,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,16,2,µg/mc
"Parco S. Chiara",PM10,2024-09-13,17,3,µg/mc
"Parco S. Chiara",PM10,2024-09-13,18,3,µg/mc
"Parco S. Chiara",PM10,2024-09-13,19,4,µg/mc
"Parco S. Chiara",PM10,2024-09-13,20,3,µg/mc
"Parco S. Chiara",PM10,2024-09-13,21,3,µg/mc
"Parco S. Chiara",PM10,2024-09-13,22,3,µg/mc
"Parco S. Chiara",PM10,2024-09-13,23,3,µg/mc
"Parco S. Chiara",PM10,2024-09-13,24,2,µg/mc
"Parco S. Chiara",PM10,2024-09-14,1,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,2,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,3,2,µg/mc
"Parco S. Chiara",PM10,2024-09-14,4,2,µg/mc
"Parco S. Chiara",PM10,2024-09-14,5,4,µg/mc
"Parco S. Chiara",PM10,2024-09-14,6,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,7,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,8,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,9,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,10,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,11,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,12,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,13,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,14,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,15,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,16,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,17,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,18,4,µg/mc
"Parco S. Chiara",PM10,2024-09-14,19,4,µg/mc
"Parco S. Chiara",PM10,2024-09-14,20,4,µg/mc
"Parco S. Chiara",PM10,2024-09-14,21,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,22,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,23,3,µg/mc
"Parco S. Chiara",PM10,2024-09-14,24,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,1,2,µg/mc
"Parco S. Chiara",PM10,2024-09-15,2,2,µg/mc
"Parco S. Chiara",PM10,2024-09-15,3,2,µg/mc
"Parco S. Chiara",PM10,2024-09-15,4,2,µg/mc
"Parco S. Chiara",PM10,2024-09-15,5,2,µg/mc
"Parco S. Chiara",PM10,2024-09-15,6,2,µg/mc
"Parco S. Chiara",PM10,2024-09-15,7,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,8,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,9,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,10,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,11,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,12,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,13,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,14,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,15,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,16,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,17,3,µg/mc
"Parco S. Chiara",PM10,2024-09-15,18,4,µg/mc
"Parco S. Chiara",PM10,2024-09-15,19,4,µg/mc
"Parco S. Chiara",PM10,2024-09-15,20,5,µg/mc
"Parco S. Chiara",PM10,2024-09-15,21,4,µg/mc
"Parco S. Chiara",PM10,2024-09-15,22,4,µg/mc
"Parco S. Chiara",PM10,2024-09-15,23,4,µg/mc
"Parco S. Chiara",PM10,2024-09-15,24,4,µg/mc
"Parco S. Chiara",PM10,2024-09-16,1,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,2,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,3,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,4,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,5,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,6,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,7,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,8,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,9,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,10,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,11,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,12,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,13,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,14,7,µg/mc
"Parco S. Chiara",PM10,2024-09-16,15,7,µg/mc
"Parco S. Chiara",PM10,2024-09-16,16,8,µg/mc
"Parco S. Chiara",PM10,2024-09-16,17,7,µg/mc
"Parco S. Chiara",PM10,2024-09-16,18,7,µg/mc
"Parco S. Chiara",PM10,2024-09-16,19,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,20,6,µg/mc
"Parco S. Chiara",PM10,2024-09-16,21,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,22,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,23,5,µg/mc
"Parco S. Chiara",PM10,2024-09-16,24,4,µg/mc
"Parco S. Chiara",PM10,2024-09-17,1,5,µg/mc
"Parco S. Chiara",PM10,2024-09-17,2,6,µg/mc
"Parco S. Chiara",PM10,2024-09-17,3,6,µg/mc
"Parco S. Chiara",PM10,2024-09-17,4,6,µg/mc
"Parco S. Chiara",PM10,2024-09-17,5,5,µg/mc
"Parco S. Chiara",PM10,2024-09-17,6,6,µg/mc
"Parco S. Chiara",PM10,2024-09-17,7,7,µg/mc
"Parco S. Chiara",PM10,2024-09-17,8,7,µg/mc
"Parco S. Chiara",PM10,2024-09-17,9,7,µg/mc
"Parco S. Chiara",PM10,2024-09-17,10,7,µg/mc
"Parco S. Chiara",PM10,2024-09-17,11,5,µg/mc
"Parco S. Chiara",PM10,2024-09-17,12,5,µg/mc
"Parco S. Chiara",PM10,2024-09-17,13,6,µg/mc
"Parco S. Chiara",PM10,2024-09-17,14,6,µg/mc
"Parco S. Chiara",PM10,2024-09-17,15,6,µg/mc
"Parco S. Chiara",PM10,2024-09-17,16,7,µg/mc
"Parco S. Chiara",PM10,2024-09-17,17,7,µg/mc
"Parco S. Chiara",PM10,2024-09-17,18,8,µg/mc
"Parco S. Chiara",PM10,2024-09-17,19,9,µg/mc
"Parco S. Chiara",PM10,2024-09-17,20,10,µg/mc
"Parco S. Chiara",PM10,2024-09-17,21,10,µg/mc
"Parco S. Chiara",PM10,2024-09-17,22,9,µg/mc
"Parco S. Chiara",PM10,2024-09-17,23,9,µg/mc
"Parco S. Chiara",PM10,2024-09-17,24,8,µg/mc
"Parco S. Chiara",PM10,2024-09-18,1,10,µg/mc
"Parco S. Chiara",PM10,2024-09-18,2,11,µg/mc
"Parco S. Chiara",PM10,2024-09-18,3,10,µg/mc
"Parco S. Chiara",PM10,2024-09-18,4,10,µg/mc
"Parco S. Chiara",PM10,2024-09-18,5,9,µg/mc
"Parco S. Chiara",PM10,2024-09-18,6,9,µg/mc
"Parco S. Chiara",PM10,2024-09-18,7,8,µg/mc
"Parco S. Chiara",PM10,2024-09-18,8,9,µg/mc
"Parco S. Chiara",PM10,2024-09-18,9,9,µg/mc
"Parco S. Chiara",PM10,2024-09-18,10,7,µg/mc
"Parco S. Chiara",PM10,2024-09-18,11,6,µg/mc
"Parco S. Chiara",PM10,2024-09-18,12,7,µg/mc
"Parco S. Chiara",PM10,2024-09-18,13,7,µg/mc
"Parco S. Chiara",PM10,2024-09-18,14,9,µg/mc
"Parco S. Chiara",PM10,2024-09-18,15,10,µg/mc
"Parco S. Chiara",PM10,2024-09-18,16,10,µg/mc
"Parco S. Chiara",PM10,2024-09-18,17,11,µg/mc
"Parco S. Chiara",PM10,2024-09-18,18,12,µg/mc
"Parco S. Chiara",PM10,2024-09-18,19,13,µg/mc
"Parco S. Chiara",PM10,2024-09-18,20,13,µg/mc
"Parco S. Chiara",PM10,2024-09-18,21,13,µg/mc
"Parco S. Chiara",PM10,2024-09-18,22,12,µg/mc
"Parco S. Chiara",PM10,2024-09-18,23,12,µg/mc
"Parco S. Chiara",PM10,2024-09-18,24,12,µg/mc
"Parco S. Chiara",PM10,2024-09-19,1,12,µg/mc
"Parco S. Chiara",PM10,2024-09-19,2,13,µg/mc
"Parco S. Chiara",PM10,2024-09-19,3,12,µg/mc
"Parco S. Chiara",PM10,2024-09-19,4,12,µg/mc
