Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Via Bolzano","Ossido di Carbonio",2024-10-22,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-22,19,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-22,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-22,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-22,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-22,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-22,24,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,7,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,19,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,21,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-23,24,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,9,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-24,24,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,7,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,8,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,19,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-25,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,19,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-26,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,8,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,9,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,19,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-27,24,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,6,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,9,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,13,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,19,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-28,24,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,19,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,20,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,21,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-29,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,5,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,13,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,18,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,19,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,20,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-30,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,17,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,18,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,19,1.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,20,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,21,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,22,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,23,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-10-31,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,9,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,12,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,13,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,14,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,17,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,18,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,19,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,20,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,22,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-01,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,8,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,9,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,13,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,17,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,18,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,19,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,20,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,23,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-02,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,13,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,20,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,21,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,22,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-03,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,17,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,18,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,19,1.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,20,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,21,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,22,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-04,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,8,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,9,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,16,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,18,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,19,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,20,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,21,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,22,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,23,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-05,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,8,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2024-11-06,17,0.7,mg/mc
